text;label
Aircraft components business expected to continue to operate in stabilised, but challenging environment for the next 12–24 months;irrelevant
Confidential company information must not be disclosed to or otherwise made accessible to third parties unless expressly authorized or unless the information in question is publicly accessible.;irrelevant
This obligation to maintain confidentiality also applies after termination of the employment relationship.;irrelevant
During the first semester of the business year 2020/21, we achieved a consolidated total turnover of CHF 199.3 million (previous year: CHF 190.6 million).;irrelevant
This corresponds to a growth of 4.6 % and CHF 8.7 million compared with the previous year.;irrelevant
The operating result amounted to CHF 8.3 million (previous year: CHF 9.0 million) and a net profit of CHF 6.5 million (previous year: CHF 7.6 million).;irrelevant
Even in a challenging environment, we achieved growth.;irrelevant
We have a diversified, futureoriented business model that has proven itself.;irrelevant
Our medical devices for simple and safe self-treatment are vital for chronically ill people.;irrelevant
Our processes have a high degree of automation and are vertically integrated at our production sites.;irrelevant
Production, supply chains and supplies to customers are ensured at all times.;irrelevant
ANNUAL REPORT;irrelevant
FINANCIAL AND BUSINESS HIGHLIGHTS;irrelevant
EBITDA (earnings before interest, tax, depreciation and amortisation) is operating profit excluding the share in results of equity-accounted investees, depreciation and amortisation, gains/losses on divestments of subsidiaries, equity-accounted investees and other investments, impairment losses and other operating income and expense.;irrelevant
Million metric tonnes.;irrelevant
Without trade, countries don’t develop, economies won’t grow and international business cannot function.;irrelevant
We help make trade happen.;irrelevant
We move physical commodities from places where they are plentiful to where they are most needed – reliably, efficiently and responsibly.;irrelevant
"Trafigura has been connecting its customers to the global economy for more than two decades; we are growing prosperity by advancing trade.";irrelevant
Business highlights of the year;irrelevant
Chief Executive’s statement;irrelevant
Marketplace review;irrelevant
Financial review;irrelevant
Business model and structure;irrelevant
Oil and Petroleum Products Trading;irrelevant
Strategic partnership with;irrelevant
Metals and Minerals Trading;irrelevant
Shipping and Chartering;irrelevant
Asset Management;irrelevant
Risk and funding model;irrelevant
how manages risk;irrelevant
How funding model is structured to meet short- and long-term business needs;irrelevant
Corporate governance;irrelevant
Board of Directors and Committees;irrelevant
Letter from the Supervisory Board;irrelevant
Financial statements;irrelevant
Contents for the Financial Statements;irrelevant
"Trafigura’s core business is physical trading and logistics; our assets and investments complement and enhance these activities.";irrelevant
Trafigura is managed through a global network of companies with central hubs and regional offices.;irrelevant
We are one of the world’s largest traders by volume of oil and petroleum products.;irrelevant
We operate in a fragmented market where no single company has a leading position.;irrelevant
Trafigura is one of the few oil and petroleum products traders with global presence and comprehensive coverage of all major markets.;irrelevant
Supported by offices worldwide, our Oil and Petroleum Products Division operates from regional offices;irrelevant
We are one of the world’s largest metals and minerals traders.;irrelevant
We negotiate offtake agreements with miners and smelters and invest in logistics through our subsidiary, Impala Terminals, to improve market access for our clients.;irrelevant
Supported by offices worldwide, our Metals and Minerals Division operates from regional offices;irrelevant
Products volume traded;irrelevant
Shipping and Chartering;irrelevant
Our Shipping and Chartering desk is closely integrated into Trafigura’s business model, providing freight services to the commodity trading teams internally and trading freight externally for third parties.;irrelevant
It works closely with international and local partners in the logistics, trading and natural resources sectors.;irrelevant
multimodal logistics provider focused on export-driven emerging markets.;irrelevant
It owns and operates ports, port terminals, warehouses and transport assets.;irrelevant
It has particular expertise in providing efficient logistic solutions in challenging environments.;irrelevant
manages mining operations, develops projects, conducts technical audits of existing and potential partner projects and provides advisory and support services to Trafigura’s trading desks, trading partners and Galena Asset Management.;irrelevant
provides investors with specialised alternative investment solutions through its range of commodity funds.;irrelevant
It operates independently, but benefits from the Group’s insights into the global supply and demand of commodities.;irrelevant
INDUSTRIAL AND FINANCIAL ASSETS;irrelevant
BUSINESS HIGHLIGHTS OF THE YEAR;irrelevant
With 75 offices in 37 countries, network extends to every corner of the globe.;irrelevant
Our international, end-to-end services connect producers and consumers worldwide.;irrelevant
This page highlights some of our achievements over the past financial year.;irrelevant
OUR STRONGEST TR ADING YEAR ON RECORD;irrelevant
In commodity markets characterised by upheaval, over-supply and volatile trading conditions, Trafigura Group delivered a very strong commercial and financial performance in the year to 30 September 2015.;irrelevant
The last day of fiscal year, 30 September 2015, was marked by the sad news of the passing of our Group’s Founder and Executive Chairman.;irrelevant
He remains greatly missed by all who knew him and worked with him.;irrelevant
The company’s performance during 2015, however, is strong testimony to what created over the last 22 years: a successful, fast-growing and highly profitable company built on excellent customer service and resilience through the economic cycle.;irrelevant
We grew volumes in both our core trading divisions, Oil and Petroleum Products and Metals and Minerals, recorded gross margins well above the industry average, and generated the strongest EBITDA in our company’s history.;irrelevant
Aftertaking account of investment gains, foreign exchange translation costs and write-downs, our net profit was USD1,103 million, compared to USD1,036 million in 2014.;irrelevant
During the year we developed existing customer relationships and established important new strategic partnerships, notably a new joint venture with the Abu Dhabi-based investment and development company Mubadala, to invest in base metals mining projects.;irrelevant
We also continued our programme of investment in logistical and infrastructure assets that support our trading business, moving some of the most important projects from the construction phase to the start of commercial operations.;irrelevant
At the year-end, we decided to take significant impairmentsto the value of a number of our industrial and logistical assets to reflect the impact of adverse market conditions, notably in bulk commodities.;irrelevant
These impairments, provisions and our gain on the sale of a 50 percent stake in our MATSA mine to Mubadala, are shown in the ‘other income/expense’ line of our consolidated income statement, contribute to the total of USD198 million.;irrelevant
EBITDA, which we see as the most accurate measure of operating performance since it strips out investment gains and impairments, rose 43 percent from the previous year to USD1,861 million – an outstanding operating result.;irrelevant
CONTINUED VOLUME GROWTH IN BOTH DIVISIONS;irrelevant
"The trading environment during the year was strong for oil and petroleum product markets, thanksto an increase in volatility; to lower prices and consequent increases in demand; and, to a lesser extent, to the emergence of contango pricing structures that created economic incentives for storage.";irrelevant
These conditions created support for the oil business butthe backdropwas more challenging for metals and minerals as a result of the slowdown in Chinese economic growth.;irrelevant
Decelerating GDP growth in the world’s largest metals market, coupled with restructuring of Chinese state-owned enterprises and tightness of credit, weighed on demand, depressed prices and created a growing supply surplus in some commodities.;irrelevant
In our view, some of the negative commentary on China was overdone, particularly during the second half ofthe fiscal year.;irrelevant
Economic management by the Chinese authorities remains sound despite the market uncertainties on display during the summer, and they have carefully signalled their intent to move the economy from its previous focus on manufacturing investment and exportsto a model based more on domestic consumption and services.;irrelevant
This will take time and has inevitably resulted in a slower rate of growth, impacting especially strongly on metal and mineral markets.;irrelevant
A RESILIENT AND TRANSPARENT BUSINESS MODEL;irrelevant
PRONOUNCED VOLATILITY AND ECONOMIC SLOWDOWN;irrelevant
PRESSURE ON EXPORTER CURRENCIES;irrelevant
ECONOMIC SLOWDOWN;irrelevant
wants to continue to structure its procurement in a sustainable manner.;irrelevant
The central focus is on the concept of due diligence, with the entire supply chain and the activities of suppliers being placed more firmly in the spotlight.;irrelevant
In turn, advocates socially acceptable working conditions and environmental measures at its suppliers across the entire procurement chain.;irrelevant
Since 2017 corporate responsibility criteria have been taken into account in all public tenders, and by 2020 all strategic suppliers will undergo risk evaluation.;irrelevant
In extensive procurement processes, lifecycle costs are taken into account in the contracting decision.;irrelevant
This ensures that the most economically;irrelevant
The key issue is an appropriate capital structure.;irrelevant
The amount remaining after the payment of the dividend to the owner is transferred to the reserves.;irrelevant
The proposed appropriation of profit of Swiss Post Ltd can be found on page 194.;irrelevant
Trade accounts receivable and other receivables are recognized at amortized cost, which usually corresponds to the face value.;irrelevant
See also Note 2, Basis of accounting, Revised and new International ­Financial Reporting Standards (IFRSs), IFRS 9 Financial Instruments.;irrelevant
Quantification of gross risk by evaluating the expected loss and probability of occurrence.;irrelevant
On this basis, establishment of a risk management strategy and risk-mitigating measures, and assessment of the residual risk in both quantitative and qualitative terms.;irrelevant
Since 2005, has been a private limited company under private law wholly owned by.;irrelevant
The passenger transport company is subject to supervision by the Federal Office of Transport (FOT).;irrelevant
The strategic goals of the Federal Council remain relevant to business activities.;irrelevant
issues annual financial statements in accordance with accounting regulations under commercial law (article 957ff. of the Swiss Code of Obligations).;irrelevant
The statutory auditor (KPMG AG) audits the financial statements of, which comprise the balance sheet, income statement and notes.;irrelevant
The DETEC ordinance on the accounting of licensed businesses (RKV) is also applicable.;irrelevant
additionally prepares RKV annual financial statements.;irrelevant
In accordance with article 37 of the Passenger Transport Act, the FOT performs an audit under subsidy law, which supplements the audit conducted by the company’s statutory auditor.;irrelevant
In a letter dated 7 2019, the FOT declared that it had not reviewed the 2018 annual financial statements in relation to subsidy law in accordance with of the Passenger Transport Act.;irrelevant
It considers the incidents related to subsidy law in 2018 as closed following the reimbursement of compensatory payments in accordance with the agreements reached between the affected communities and (together with the balance clauses contained therein).;irrelevant
Basis for Opinion;irrelevant
We conducted our audit in accordance with law, International Standards on Auditing (ISAs) and Auditing Standards (PS).;irrelevant
Our responsibilities under those provisions and standards are ­further described in the Auditor’s Responsibilities for the Audit of the Consolidated Financial Statements section of our report.;irrelevant
We are independent of the Group in accordance with the provisions of law and the requirements of the audit profession, as well as the IESBA Code of Ethics for Professional Accountants, and we have fulfilled our other ethical responsibilities in accordance with these requirements.;irrelevant
We believe that the audit evidence we have obtained is sufficient and appropriate to provide a basis for our opinion.;irrelevant
The customer deposits reported under financial liabilities are included in cash flow from operating activities.;irrelevant
Foreign currency risk is monitored by Group Treasury on an ongoing basis.;irrelevant
Foreign currency risk is constantly reduced via cash transactions or foreign exchange forward contracts.;irrelevant
Foreign currency is only held to settle current liabilities in foreign currencies.;irrelevant
"Monitoring takes place electronically; daily on the basis of balances transferred in real time.";irrelevant
Subsidiaries with no electronic connection immediately transfer excess liquidity in all currencies to the Group.;irrelevant
Monitoring and effectiveness of the internal control system;irrelevant
By taking a systematic approach to ICS monitoring, guarantees the relevance, appropriateness and efficiency of the system.;irrelevant
At the end of the reporting period, an assessment of the maturity level of processes and controls is carried out on the basis of a self-assessment.;irrelevant
A standard method is applied throughout the Group.;irrelevant
If potential for improvement or control deficits are identified in the course of ICS monitoring, appropriate measures are taken accordingly.;irrelevant
The results of theself-assessment are validated and summarized in an overall report on the accounting-related internal control system at.;irrelevant
This report is submitted to the Board of Directors’ Audit, Risk & Compliance Committee and to the Board of Directors.;irrelevant
Interest rate risks;irrelevant
All financing and refinancing is monitored daily.;irrelevant
Variable interest-bearing items are replicated.;irrelevant
Net present value, duration and change in present value are calculated with a parallel shift in the yield curve of one basis point for monthly treasury reporting.;irrelevant
Interest rate risk is kept as low as possible.;irrelevant
Goods price risks that are relevant to the Group are identified, evaluated and controlled via appropriate measures by risk management.;irrelevant
Significant goods price risks include pressure on parcel margins at due to rising competition and the increase in fuel prices at.;irrelevant
Governance and reporting;irrelevant
In formal terms, the business control and monitoring process and entire internal control system comply with the eight-level COSO II framework and three lines of defence concept.;irrelevant
The framework incorporates risk management as well as risk control and monitoring.;irrelevant
also uses the ISO 31000 standard as a guideline.;irrelevant
The Board of Directors assesses the company’s overall risk situation on a quarterly basis.;irrelevant
Assisted by the Board of Directors’ Risk and Audit & Compliance Committees, it sets out the primary guidelines and principles on managing financial, strategic and operational risks, approves the framework for risk management throughout the institution and sets conditions for an appropriate risk and control environment and for an effective ICS which the operating units are required to observe in managing risks.;irrelevant
These limits are based on the international standardized approach set out in the regulatory provisions and specify the highest risks that may take, expressed in terms of equity needed to meet regulatory requirements.;irrelevant
Maximum risk exposure is determined by the risk capacity of and the risk appetite of the Board of Directors.;irrelevant
With regard to risk management and control, the Board of Directors’ Audit & Compliance Committee is responsible for monitoring and assessing the efficiency of the ICS and the 2nd line of defence functions entrusted with its implementation.;irrelevant
In doing so, it focuses on operational risks (including financial reporting risks).;irrelevant
In terms of risk management and control, the Board of Directors’ Risk Committee is in charge of evaluating capital and liquidity planning and of checking whether has an appropriate risk management system comprising effective processes.;irrelevant
In doing so, it focuses on financial risks and balance sheet controlling;irrelevant
Responsibility for private customer products was transferred in 2016.;irrelevant
The figures are therefore only comparable from the year mentioned above onwards.;irrelevant
The focus during the observation period has been on reducing the negative contribution to results.;irrelevant
Network development plays an important role in this.;irrelevant
The decline in operating income was absorbed by the measures introduced in the past few years.;irrelevant
Further efficiency increases in the network led to a significant improvement in results from 2017.;irrelevant
Constant investments in recent years have ensured that meets part of the universal service obligation.;irrelevant
The Bank continues to expect that global economic growth will be somewhat above potential in the quarters ahead.;irrelevant
The ongoing expansionary monetary policies in the advanced economies and the robust labour market situation are serving to underpin economic activity.;irrelevant
In the medium term, growth is likely to slow gradually.;irrelevant
Nevertheless, there are significant risks to this positive baseline scenario, primarily in connection with political uncertainties and protectionist tendencies.;irrelevant
In the euro area, the economic outlook is positive.;irrelevant
The positive outlook nevertheless remains subject to various risks, including political imponderables in, uncertainty surrounding international trade conflicts as well as the shape of future relations between the EU and the UK.;irrelevant
The outlook for most important market remains positive.;irrelevant
As in other countries, economic momentum in is likely to weaken somewhat in 2019.;irrelevant
Overall, capacity utilization in the economy should remain high, however.;irrelevant
continues to face a challenging environment, despite favourable prospects for the economy as a whole.;irrelevant
Structural change continues.;irrelevant
is convinced that in continuing along its chosen path, it can continue to achieve the goals set for the future.;irrelevant
However, it is likely to become more difficult to attain these targets in the coming years.;irrelevant
Non-current assets held for sale;irrelevant
Non-current assets (e.g. property, plant and equipment and intangible assets) or groups of assets (e.g. an entire operation) are classified as held for sale if their carrying amount is to be realized first and foremost through a sale and not through continued use and intends to dispose of them.;irrelevant
Non-current assets held for sale are measured at the lower of their carrying amount or fair value less costs to sell and no longer depreciated.;irrelevant
Composition: cash and current amounts due from banks.;irrelevant
The net loss from disposals was reported in net financial income in the income statement.;irrelevant
Acquisition of non-controlling interest (50 percent, now fully consolidated).;irrelevant
Capital increase with dilution (now 40 percent).;irrelevant
Capital increase with dilution (now 17 percent, significant influence no longer exists).;irrelevant
Disposal resulting from reclassifications as per IFRS 5.;irrelevant
Shares (5.78 percent) purchased.;irrelevant
The following ratings agencies, all of which are recognized by FINMA, were consulted for the ratings: Ratings, Investors Service, Standard & Poor’s Ratings Services.;irrelevant
